bs,output_len,use_ffn,avg_duration
8,10,0,2.1
8,10,1,2.58
8,20,0,4.12
8,20,1,4.92
8,30,0,5.79
8,30,1,7.24
8,40,0,7.65
8,40,1,9.56
8,50,0,9.47
8,50,1,11.89
8,60,0,11.29
8,60,1,14.27
8,70,0,13.1
8,70,1,16.73
8,80,0,14.99
8,80,1,19.16
8,90,0,17.04
8,90,1,21.23
8,100,0,19.06
8,100,1,23.57
8,200,0,34.71
8,200,1,43.07
8,300,0,50.72
8,300,1,63.06
8,400,0,68.17
8,400,1,82.44
8,500,0,84.18
8,500,1,102.68
8,600,0,102.29
8,600,1,123.93
8,700,0,118.91
8,700,1,145.87
8,800,0,136.91
8,800,1,165.56
16,10,0,2.4
16,10,1,2.86
16,20,0,4.55
16,20,1,5.43
16,30,0,6.67
16,30,1,8.02
16,40,0,8.95
16,40,1,10.59
16,50,0,10.94
16,50,1,13.18
16,60,0,13.41
16,60,1,15.64
16,70,0,15.27
16,70,1,18.45
16,80,0,17.49
16,80,1,20.83
16,90,0,19.5
16,90,1,23.16
16,100,0,21.72
16,100,1,25.32
16,200,0,41.17
16,200,1,48.28
16,300,0,58.86
16,300,1,69.49
16,400,0,77.75
16,400,1,91.84
16,500,0,97.33
16,500,1,113.46
16,600,0,118.27
16,600,1,137.64
16,700,0,137.51
16,700,1,160.03
16,800,0,157.05
16,800,1,184.21
32,10,0,2.76
32,10,1,3.26
32,20,0,5.23
32,20,1,6.17
32,30,0,7.64
32,30,1,9.05
32,40,0,10.09
32,40,1,12.03
32,50,0,12.6
32,50,1,15.14
32,60,0,15.13
32,60,1,18.01
32,70,0,17.49
32,70,1,20.83
32,80,0,20.27
32,80,1,24.1
32,90,0,22.21
32,90,1,25.95
32,100,0,24.06
32,100,1,29.02
32,200,0,45.04
32,200,1,54.21
32,300,0,66.81
32,300,1,77.66
32,400,0,88.84
32,400,1,102.3
32,500,0,110.163
32,500,1,128.27
32,600,0,132.577
32,600,1,155.4
32,700,0,157.03
32,700,1,181.15
32,800,0,177.33
32,800,1,207.88
64,10,0,3.41
64,10,1,3.93
64,20,0,6.4
64,20,1,7.43
64,30,0,9.52
64,30,1,10.88
64,40,0,12.56
64,40,1,14.53
64,50,0,15.6
64,50,1,18.15
64,60,0,18.5
64,60,1,21.24
64,70,0,21.45
64,70,1,24
64,80,0,24.42
64,80,1,27.2
64,90,0,27.6
64,90,1,31.44
64,100,0,29.05
64,100,1,33.24
64,200,0,56.65
64,200,1,63.26
64,300,0,83.01
64,300,1,93.95
64,400,0,111.08
64,400,1,125.9
64,500,0,138.12
64,500,1,156.368
64,600,0,165.85
64,600,1,189
64,700,0,195.73
64,700,1,222.25
64,800,0,226.14
64,800,1,255.72
128,10,0,4.84
128,10,1,5.44
128,20,0,9.1
128,20,1,10.36
128,30,0,13.58
128,30,1,15.31
128,40,0,17.93
128,40,1,19.79
128,50,0,21.93
128,50,1,24.68
128,60,0,26.54
128,60,1,29.1
128,70,0,30.07
128,70,1,33.38
128,80,0,33.94
128,80,1,37.6
128,90,0,38.28
128,90,1,41.64
128,100,0,40.78
128,100,1,46.21
128,200,0,79.88
128,200,1,86.63
128,300,0,118.52
128,300,1,130.99
128,400,0,159.58
128,400,1,173.75
128,500,0,200.83
128,500,1,221.14
128,600,0,243.27
128,600,1,267.32
128,700,0,288.07
128,700,1,316.39
128,800,0,332.42
128,800,1,365.21
256,10,0,7.87
256,10,1,8.5
256,20,0,14.85
256,20,1,16.07
256,30,0,21.8
256,30,1,23.38
256,40,0,28.46
256,40,1,30.48
256,50,0,34.91
256,50,1,36.74
256,60,0,40.52
256,60,1,43.81
256,70,0,46.58
256,70,1,49.54
256,80,0,52.78
256,80,1,57.72
256,90,0,58.91
256,90,1,63.78
256,100,0,65.92
256,100,1,69.8
256,200,0,129.24
256,200,1,138.62
256,300,0,195.69
256,300,1,209.267
256,400,0,264.18
256,400,1,282.47
256,500,0,334.92
256,500,1,358.64
256,600,0,408.65
256,600,1,435.52
256,700,0,483.9
256,700,1,515
256,800,0,561.47
256,800,1,597.32
