bs,output_len,use_ffn,avg_duration
1,10,0,19.21
1,10,1,35.79
1,20,0,37.39
1,20,1,71.4
1,30,0,55.75
1,30,1,106.65
1,40,0,74.4
1,40,1,142.17
1,50,0,92.91
1,50,1,180.28
1,60,0,113.87
1,60,1,215.87
1,70,0,129.78
1,70,1,250.48
1,80,0,150.69
1,80,1,286.47
1,90,0,166.77
1,90,1,320.85
1,100,0,188.33
1,100,1,357.13
1,200,0,372.4
1,200,1,713.79
1,300,0,557.67
1,300,1,1066.75
1,400,0,744.7
1,400,1,1423.79
1,500,0,932.44
1,500,1,1779.95
1,600,0,1119.81
1,600,1,2136.62
1,700,0,1312.67
1,700,1,2492.51
1,800,0,1500.51
1,800,1,2856.58
2,10,0,19.33
2,10,1,36.44
2,20,0,37.51
2,20,1,72.42
2,30,0,56.44
2,30,1,108.3
2,40,0,77.05
2,40,1,144.73
2,50,0,93.49
2,50,1,182.04
2,60,0,112.18
2,60,1,217.89
2,70,0,130.88
2,70,1,254.79
2,80,0,149.53
2,80,1,290.22
2,90,0,168.34
2,90,1,325.56
2,100,0,186.93
2,100,1,360.42
2,200,0,374.73
2,200,1,722.05
2,300,0,562.05
2,300,1,1084.42
2,400,0,750.48
2,400,1,1446.46
2,500,0,939.99
2,500,1,1808.87
2,600,0,1130.03
2,600,1,2178.92
2,700,0,1328.14
2,700,1,2541.5
2,800,0,1517.07
2,800,1,2903.55
4,10,0,19.45
4,10,1,36.39
4,20,0,37.92
4,20,1,72.76
4,30,0,56.75
4,30,1,108.63
4,40,0,75.45
4,40,1,144.97
4,50,0,94.26
4,50,1,182.6
4,60,0,113.08
4,60,1,217.22
4,70,0,131.78
4,70,1,253.45
4,80,0,150.67
4,80,1,289.64
4,90,0,169.39
4,90,1,326.16
4,100,0,187.82
4,100,1,363.37
4,200,0,377.58
4,200,1,724.33
4,300,0,570.36
4,300,1,1090.95
4,400,0,759.83
4,400,1,1458.87
4,500,0,957.57
4,500,1,1827.13
4,600,0,1151.04
4,600,1,2194.93
4,700,0,1348.69
4,700,1,2564.58
4,800,0,1545.58
4,800,1,2934.71
8,10,0,19.35
8,10,1,36.96
8,20,0,38.24
8,20,1,73.27
