bs,output_len,use_ffn,avg_duration
8,10,0,4.09
8,10,1,5.76
8,20,0,7.86
8,20,1,11.1
8,30,0,11.55
8,30,1,18.56
8,40,0,15.31
8,40,1,22.12
8,50,0,19.01
8,50,1,27.53
8,60,0,22.73
8,60,1,32.44
8,70,0,26.3625
8,70,1,36.8
8,80,0,30.39
8,80,1,41.6825
8,90,0,33.74
8,90,1,46.27
8,100,0,36.77
8,100,1,51.3
8,200,0,70.53
8,200,1,99.63
8,300,0,105.61
8,300,1,151.66
8,400,0,142.82
8,400,1,200.09
8,500,0,176.31
8,500,1,252.1
8,600,0,213.89
8,600,1,306.17
8,700,0,248.9
8,700,1,355.72
8,800,0,288.25
8,800,1,407.8
16,10,0,4.54
16,10,1,6.27
16,20,0,8.61
16,20,1,11.96
16,30,0,12.69
16,30,1,17.56
16,40,0,16.64
16,40,1,23.44
16,50,0,21.11
16,50,1,31.46
16,60,0,25
16,60,1,34.06
16,70,0,30.92
16,70,1,39.34
16,80,0,32.89
16,80,1,44.45
16,90,0,36.58
16,90,1,50.5225
16,100,0,39.53
16,100,1,55.36
16,200,0,77.41
16,200,1,108.03
16,300,0,116.03
16,300,1,161.01
16,400,0,154.76
16,400,1,215.45
16,500,0,196.71
16,500,1,271.11
16,600,0,237.898
16,600,1,326.62
16,700,0,278.85
16,700,1,383.9
16,800,0,321.98
16,800,1,441.45
32,10,0,4.83
32,10,1,6.68
32,20,0,9.09
32,20,1,12.55
32,30,0,13.42
32,30,1,18.43
32,40,0,17.74
32,40,1,24.64
32,50,0,22.05
32,50,1,30
32,60,0,26.37
32,60,1,35.69
32,70,0,32.81
32,70,1,41.03
32,80,0,36.75
32,80,1,46.03
32,90,0,37.98
32,90,1,51.2825
32,100,0,42.31
32,100,1,56.59
32,200,0,81.96
32,200,1,113.86
32,300,0,124.033
32,300,1,168.37
32,400,0,169.47
32,400,1,227.74
32,500,0,214.438
32,500,1,285.23
32,600,0,257.01
32,600,1,349.2
32,700,0,306.97
32,700,1,412.44
32,800,0,354.68
32,800,1,476.97
64,10,0,5.85
64,10,1,8.04
64,20,0,10.85
64,20,1,14.9725
64,30,0,18.6
64,30,1,23.88
64,40,0,21.48
64,40,1,28.29
64,50,0,25.21
64,50,1,34.96
64,60,0,31.26
64,60,1,40.86
64,70,0,34.86
64,70,1,47.93
64,80,0,42
64,80,1,52.7
64,90,0,45.19
64,90,1,59.42
64,100,0,49.36
64,100,1,66.02
64,200,0,99.51
64,200,1,129.98
64,300,0,151.25
64,300,1,198.94
64,400,0,204.79
64,400,1,269.22
64,500,0,263.81
64,500,1,341.95
64,600,0,325.14
64,600,1,420.44
64,700,0,388.99
64,700,1,501.2
64,800,0,452.76
64,800,1,583.21
128,10,0,8.57
128,10,1,11.72
128,20,0,15.3
128,20,1,21.18
128,30,0,22.56
128,30,1,30.15
128,40,0,29.58
128,40,1,37.55
128,50,0,35.09
128,50,1,47.32
128,60,0,41.82
128,60,1,54.495
128,70,0,50.49
128,70,1,63.12
128,80,0,57.29
128,80,1,70.5525
128,90,0,60.76
128,90,1,79.6
128,100,0,68.07
128,100,1,87.69
128,200,0,136.74
128,200,1,175.377
128,300,0,214.98
128,300,1,269.84
128,400,0,294.12
128,400,1,371.94
128,500,0,381.75
128,500,1,476.21
128,600,0,473.99
128,600,1,588.58
128,700,0,571.57
128,700,1,705.3
128,800,0,674.71
128,800,1,829.53
256,10,0,13.65
256,10,1,18.24
256,20,0,23.95
256,20,1,31.47
256,30,0,33.22
256,30,1,42.23
256,40,0,43.15
256,40,1,54.7775
256,50,0,52.53
256,50,1,65.92
256,60,0,61.205
256,60,1,78.8575
256,70,0,70.61
256,70,1,89.52
256,80,0,80.2
256,80,1,101.35
256,90,0,90.23
256,90,1,115.88
256,100,0,101.18
256,100,1,126.43
256,200,0,210.31
256,200,1,258.28
256,300,0,327.9
256,300,1,402.43
256,400,0,455.75
256,400,1,560.56
256,500,0,601.22
256,500,1,720.16
256,600,0,752.3
256,600,1,899.32
256,700,0,912.853
256,700,1,1092.19
256,800,0,1087.74
256,800,1,1289.42
