1,10,0,71.95
1,10,1,160.91
1,20,0,143.7
1,20,1,323.79
1,30,0,215.53
1,30,1,486.89
1,40,0,287.44
1,40,1,649.19
1,50,0,359.37
1,50,1,812.52
1,60,0,431.86
1,60,1,976
1,70,0,503.33
1,70,1,1139.3
1,80,0,575.05
1,80,1,1301.77
1,90,0,649.36
1,90,1,1464.87
1,100,0,719.46
1,100,1,1625.75
1,200,0,1437.52
1,200,1,3258.43
1,300,0,2160.85
1,300,1,4888.99
1,400,0,2881.36
1,400,1,6521.32
1,500,0,3605.1
1,500,1,8152.67
1,600,0,4326.01
1,600,1,9792.42
1,700,0,5054.63
1,700,1,11423.4
1,800,0,5783.41
1,800,1,13057.7
2,10,0,67.1
2,10,1,138.1
2,20,0,133.46
2,20,1,275.6
2,30,0,199.41
2,30,1,412.61
2,40,0,265.6
2,40,1,548.87
2,50,0,332.1
2,50,1,686.28
2,60,0,398.47
2,60,1,825.96
2,70,0,465.04
2,70,1,962.64
2,80,0,532.21
2,80,1,1096.79
2,90,0,597.91
2,90,1,1234.92
2,100,0,664.11
2,100,1,1374.01
2,200,0,1328.71
2,200,1,2751.24
2,300,0,1996.14
2,300,1,4135.84
2,400,0,2666.6
2,400,1,5496.6
2,500,0,3345.4
2,500,1,6874.18
2,600,0,4010.25
2,600,1,8265.8
2,700,0,4692.69
2,700,1,9671.44
2,800,0,5365.59
2,800,1,11057.2
4,10,0,67.14
4,10,1,139.44
4,20,0,134.07
4,20,1,276.92
4,30,0,200.41
4,30,1,414.8
4,40,0,267.13
4,40,1,553.5
4,50,0,334.22
4,50,1,689.87
4,60,0,400.05
4,60,1,830.56
4,70,0,467.84
4,70,1,966.08
4,80,0,535.05
4,80,1,1107.97
4,90,0,600.99
4,90,1,1242.43
4,100,0,668.37
4,100,1,1383
4,200,0,1338.81
4,200,1,2772.65
4,300,0,2021.9
4,300,1,4144.63
4,400,0,2698.01
4,400,1,5559.41
4,500,0,3379.3
4,500,1,6966.49
4,600,0,4061.72
4,600,1,8352.11
4,700,0,4752.65
4,700,1,9772.19
4,800,0,5460.09
4,800,1,11159.8
8,10,0,68.5
8,10,1,141.86
8,20,0,135.44
8,20,1,281.12
8,30,0,202.79
8,30,1,420.52
8,40,0,271.6
8,40,1,557.71
8,50,0,337.96
8,50,1,697.46
8,60,0,405.92
8,60,1,838.64
8,70,0,472.84
8,70,1,978.94
8,80,0,539.86
8,80,1,1119.76
8,90,0,607.15
8,90,1,1259.36
8,100,0,675.36
8,100,1,1400.46
8,200,0,1357.19
8,200,1,2794.78
8,300,0,2052.51
8,300,1,4210.95
8,400,0,2741.88
8,400,1,5636.3
8,500,0,3447.05
8,500,1,7062.73
8,600,0,4170.71
8,600,1,8493.55
8,700,0,4893
8,700,1,9927.78
8,800,0,5602.9
8,800,1,11395
16,10,0,73.8
16,10,1,155.46
16,20,0,143.27
16,20,1,297.34
16,30,0,212.44
16,30,1,438.97
16,40,0,280.49
16,40,1,582.11
16,50,0,350.45
16,50,1,726.04
16,60,0,421.77
16,60,1,867.87
16,70,0,490.63
16,70,1,1011.81
16,80,0,560.14
16,80,1,1155.59
16,90,0,629.87
16,90,1,1298.3
16,100,0,702.19
16,100,1,1438.34
16,200,0,1410.19
16,200,1,2887.34
16,300,0,2144.2
16,300,1,4340.49
16,400,0,2871.91
16,400,1,5822.02
16,500,0,3649.25
16,500,1,7302.26
16,600,0,4389.33
16,600,1,8817.85
16,700,0,5198.87
16,700,1,10317.1
16,800,0,5976.39
16,800,1,11860.5
32,10,0,82.49
32,10,1,175.29
32,20,0,154.34
32,20,1,320.96
32,30,0,227.92
32,30,1,466.77
32,40,0,300.36
32,40,1,615.24
32,50,0,375.28
32,50,1,763.21
32,60,0,449.69
32,60,1,912.25
32,70,0,524.4
32,70,1,1059.9
32,80,0,596.58
32,80,1,1208.83
32,90,0,671.9
32,90,1,1357
32,100,0,745.38
32,100,1,1509.51
32,200,0,1514.6
32,200,1,3023.78
32,300,0,2316.07
32,300,1,4568.87
32,400,0,3151.76
32,400,1,6152.89
32,500,0,4007.05
32,500,1,7759.19
32,600,0,4885.29
32,600,1,9364.02
32,700,0,5808.25
32,700,1,11030.7
32,800,0,6741.02
32,800,1,12704.7
64,10,0,117.54
64,10,1,232.57
64,20,0,212.83
64,20,1,404.4
64,30,0,308.86
64,30,1,576.36
64,40,0,404.03
64,40,1,748.91
64,50,0,499.62
64,50,1,922.94
64,60,0,600.9
64,60,1,1100.61
64,70,0,696.37
64,70,1,1277.94
64,80,0,793.77
64,80,1,1447.62
64,90,0,899.08
64,90,1,1630.29
64,100,0,997.44
64,100,1,1797.67
64,200,0,2022.5
64,200,1,3608.53
64,300,0,3122.77
64,300,1,5486.29
64,400,0,4274.4
64,400,1,7363.53
64,500,0,5479.34
64,500,1,9361.15
64,600,0,6701.78
64,600,1,11355.8
64,700,0,8065.5
64,700,1,13480.9
