bs,output_len,use_ffn,avg_duration
8,10,0,18.87
8,10,1,32.68
8,20,0,36.35
8,20,1,64.14
8,30,0,54.93
8,30,1,95.81
8,40,0,73.945
8,40,1,126.31
8,50,0,90.79
8,50,1,158.13
8,60,0,109.23
8,60,1,189.65
8,70,0,128.4
8,70,1,222.93
8,80,0,146.32
8,80,1,252.7
8,90,0,164.33
8,90,1,284.8
8,100,0,182.34
8,100,1,316.12
8,200,0,365.61
8,200,1,631.74
8,300,0,551.18
8,300,1,949.58
8,400,0,736.36
8,400,1,1279.73
8,500,0,933.295
8,500,1,1592.24
8,600,0,1125.18
8,600,1,1919.31
8,700,0,1314.57
8,700,1,2254
8,800,0,1518.63
8,800,1,2575.46
16,10,0,19.88
16,10,1,34.85
16,20,0,37.5
16,20,1,66.7
16,30,0,55.83
16,30,1,98.67
16,40,0,75.13
16,40,1,131.39
16,50,0,93.06
16,50,1,163.67
16,60,0,111.37
16,60,1,194.4
16,70,0,129.92
16,70,1,226.94
16,80,0,147.68
16,80,1,259.84
16,90,0,167.39
16,90,1,293.13
16,100,0,186.25
16,100,1,325.96
16,200,0,376.17
16,200,1,655.77
16,300,0,568.26
16,300,1,982.2
16,400,0,763.57
16,400,1,1316.39
16,500,0,966.9
16,500,1,1664.72
16,600,0,1176.94
16,600,1,2005.51
16,700,0,1381.73
16,700,1,2346.01
16,800,0,1592.63
16,800,1,2691.91
32,10,0,22.89
32,10,1,39.96
32,20,0,43.65
32,20,1,74.63
32,30,0,64.03
32,30,1,108.77
32,40,0,84.99
32,40,1,144.1
32,50,0,105.22
32,50,1,178.78
32,60,0,126.62
32,60,1,213.83
32,70,0,148.52
32,70,1,247.66
32,80,0,168.67
32,80,1,284.2
32,90,0,189.55
32,90,1,319.16
32,100,0,210.65
32,100,1,355.5
32,200,0,428.5
32,200,1,712.1
32,300,0,654.74
32,300,1,1079.12
32,400,0,892.055
32,400,1,1452.87
32,500,0,1126.31
32,500,1,1838.71
32,600,0,1383.12
32,600,1,2222.38
32,700,0,1636.42
32,700,1,2624.7
32,800,0,1909.39
32,800,1,3026.52
64,10,0,31.99
64,10,1,52.63
64,20,0,59.05
64,20,1,94.47
64,30,0,86.21
64,30,1,136.69
64,40,0,114.03
64,40,1,179.72
64,50,0,142.44
64,50,1,221.28
64,60,0,169.84
64,60,1,264.07
64,70,0,198.42
64,70,1,306.68
64,80,0,225.21
64,80,1,348.93
64,90,0,255.035
64,90,1,392.32
64,100,0,283.75
64,100,1,436.19
64,200,0,578.35
64,200,1,878.08
64,300,0,891.63
64,300,1,1341.28
64,400,0,1223.14
64,400,1,1815.75
64,500,0,1569.69
64,500,1,2305.7
64,600,0,1934.46
64,600,1,2814.49
64,700,0,2314.72
64,700,1,3341.47
64,800,0,2714.91
64,800,1,3882.22
128,10,0,45.43
128,10,1,77.05
128,20,0,81.39
128,20,1,130.12
128,30,0,116.86
128,30,1,184.21
128,40,0,153.07
128,40,1,239.44
128,50,0,188.33
128,50,1,291.485
128,60,0,228.025
128,60,1,345.06
128,70,0,266.15
128,70,1,404.19
128,80,0,303.63
128,80,1,456.3
128,90,0,347.35
128,90,1,512.195
128,100,0,380.47
128,100,1,571.22
128,200,0,798.02
128,200,1,1144.13
128,300,0,1252.05
128,300,1,1749.97
128,400,0,1725.08
128,400,1,2433.89
128,500,0,2245.15
128,500,1,3105.92
128,600,0,2779.14
128,600,1,3819.49
128,700,0,3370.17
128,700,1,4564.96
128,800,0,3955.89
128,800,1,5363.83
256,10,0,77.58
256,10,1,139.65
256,20,0,135.08
256,20,1,231.02
256,30,0,193.67
256,30,1,321.93
256,40,0,245.61
256,40,1,413.45
256,50,0,311.97
256,50,1,507.36
256,60,0,375.1
256,60,1,602.54
256,70,0,435.37
256,70,1,698.53
256,80,0,500.29
256,80,1,792.57
256,90,0,561.82
256,90,1,886.97
256,100,0,626.4
256,100,1,984.43
256,200,0,1308.57
256,200,1,1988.13
256,300,0,2008.6
256,300,1,3059.09
256,400,0,2880.21
256,400,1,4179.35
256,500,0,3767.84
256,500,1,5393.99
256,600,0,4732.47
256,600,1,6650.4
256,700,0,5759.31
256,700,1,7971.16
256,800,0,6810.25
256,800,1,9379.3
