bs,output_len,use_ffn,avg_duration
8,10,0,3
8,10,1,3.66
8,20,0,5.71
8,20,1,6.94
8,30,0,8.36
8,30,1,10.45
8,40,0,11.1
8,40,1,13.72
8,50,0,13.44
8,50,1,16.78
8,60,0,16.5
8,60,1,19.17
8,70,0,19.07
8,70,1,22.96
8,80,0,20.76
8,80,1,26.32
8,90,0,23.07
8,90,1,28.35
8,100,0,26.01
8,100,1,35.05
8,200,0,50.46
8,200,1,61.5
8,300,0,76.48
8,300,1,91.51
8,400,0,103.21
8,400,1,120.41
8,500,0,127.99
8,500,1,155.6
8,600,0,152.53
8,600,1,183.83
8,700,0,178.54
8,700,1,215.65
8,800,0,205.2
8,800,1,248.71
16,10,0,3.25
16,10,1,4.16
16,20,0,6.42
16,20,1,7.52
16,30,0,9.26
16,30,1,11.2
16,40,0,12.11
16,40,1,14.61
16,50,0,15.04
16,50,1,18.16
16,60,0,17.88
16,60,1,21.73
16,70,0,20.8
16,70,1,25.05
16,80,0,23.24
16,80,1,27.96
16,90,0,25.73
16,90,1,30.9
16,100,0,29.13
16,100,1,34.6
16,200,0,55.03
16,200,1,68.02
16,300,0,82.52
16,300,1,101.19
16,400,0,109.64
16,400,1,131.88
16,500,0,139.24
16,500,1,171.59
16,600,0,170.1
16,600,1,204.52
16,700,0,199.05
16,700,1,237.93
16,800,0,225.93
16,800,1,272.24
32,10,0,3.81
32,10,1,4.61
32,20,0,7.19
32,20,1,8.91
32,30,0,10.72
32,30,1,12.95
32,40,0,14.05
32,40,1,16.96
32,50,0,17.39
32,50,1,21.03
32,60,0,21.06
32,60,1,24.29
32,70,0,24.33
32,70,1,28.04
32,80,0,26.44
32,80,1,31.26
32,90,0,30.55
32,90,1,35.39
32,100,0,33.06
32,100,1,41.91
32,200,0,64.69
32,200,1,77.44
32,300,0,97.76
32,300,1,118.28
32,400,0,131.54
32,400,1,155.34
32,500,0,168.31
32,500,1,201.06
32,600,0,204.21
32,600,1,237.43
32,700,0,239.61
32,700,1,282.28
32,800,0,277.345
32,800,1,321.42
64,10,0,4.96
64,10,1,5.97
64,20,0,9.34
64,20,1,10.79
64,30,0,13.56
64,30,1,15.75
64,40,0,17.79
64,40,1,20.89
64,50,0,21.58
64,50,1,25.58
64,60,0,26.52
64,60,1,30.04
64,70,0,29.71
64,70,1,34.53
64,80,0,34.42
64,80,1,40.41
64,90,0,38.1
64,90,1,45.93
64,100,0,44.58
64,100,1,48.98
64,200,0,82.84
64,200,1,98.78
64,300,0,127.52
64,300,1,145.62
64,400,0,176.25
64,400,1,200.29
64,500,0,222.32
64,500,1,256.11
64,600,0,273.93
64,600,1,313.17
64,700,0,323.85
64,700,1,369.56
64,800,0,383.33
64,800,1,432.23
128,10,0,7.67
128,10,1,8.93
128,20,0,14.25
128,20,1,16.59
128,30,0,21.13
128,30,1,24.51
128,40,0,27.84
128,40,1,31.4
128,50,0,33.1
128,50,1,38.87
128,60,0,41.7
128,60,1,47
128,70,0,48.19
128,70,1,51.24
128,80,0,51.72
128,80,1,61.18
128,90,0,62.22
128,90,1,68.16
128,100,0,65.13
128,100,1,77.92
128,200,0,133.45
128,200,1,151.06
128,300,0,206.29
128,300,1,228.09
128,400,0,277.03
128,400,1,307.97
128,500,0,355.39
128,500,1,399.3
128,600,0,439.58
128,600,1,490.7
128,700,0,529.23
128,700,1,584.8
128,800,0,617.21
128,800,1,683.9
256,10,0,12.4
256,10,1,17.29
256,20,0,25.6
256,20,1,26.8
256,30,0,33.12
256,30,1,39.19
256,40,0,43.57
256,40,1,49.05
256,50,0,53.25
256,50,1,59.5
256,60,0,63.21
256,60,1,74.37
256,70,0,73.86
256,70,1,81.96
256,80,0,83.63
256,80,1,95.32
256,90,0,93.92
256,90,1,104.62
256,100,0,104.54
256,100,1,119.76
256,200,0,216.26
256,200,1,240.24
256,300,0,334.51
256,300,1,369.31
256,400,0,459.35
256,400,1,507.46
256,500,0,588.89
256,500,1,651.46
256,600,0,729.4
256,600,1,803.18
256,700,0,877.18
256,700,1,956.1
256,800,0,1027.24
256,800,1,1118.99
