bs,output_len,use_ffn,avg_duration
8,10,0,6.36
8,10,1,8.7
8,20,0,11.87
8,20,1,16.27
8,30,0,16.28
8,30,1,23.53
8,40,0,21.55
8,40,1,31.34
8,50,0,27.96
8,50,1,39.7475
8,60,0,32.2175
8,60,1,46.87
8,70,0,37.44
8,70,1,54.64
8,80,0,43.35
8,80,1,63.12
8,90,0,49.23
8,90,1,69.65
8,100,0,53.94
8,100,1,78.035
8,200,0,108.24
8,200,1,155.75
8,300,0,163.6
8,300,1,233.5
8,400,0,217.13
8,400,1,311.85
8,500,0,274.81
8,500,1,392.9
8,600,0,332.64
8,600,1,470.55
8,700,0,387.93
8,700,1,553.92
8,800,0,445.83
8,800,1,637.71
16,10,0,6.1
16,10,1,9.31
16,20,0,12.05
16,20,1,17.25
16,30,0,17.65
16,30,1,24.66
16,40,0,22.9
16,40,1,32.8
16,50,0,29.31
16,50,1,41.64
16,60,0,33.57
16,60,1,48.5
16,70,0,39.58
16,70,1,57.03
16,80,0,44.87
16,80,1,65.41
16,90,0,51.04
16,90,1,73.29
16,100,0,56.99
16,100,1,80.6
16,200,0,113.14
16,200,1,163.01
16,300,0,171.54
16,300,1,244.897
16,400,0,231.32
16,400,1,329.35
16,500,0,291.502
16,500,1,415.072
16,600,0,352.72
16,600,1,501.58
16,700,0,419.43
16,700,1,588.58
16,800,0,480.67
16,800,1,683.19
32,10,0,7.28
32,10,1,10.84
32,20,0,14.48
32,20,1,19.35
32,30,0,20.8
32,30,1,28.23
32,40,0,26.74
32,40,1,37.28
32,50,0,34.65
32,50,1,47.32
32,60,0,40.57
32,60,1,56.2
32,70,0,46.44
32,70,1,64.85
32,80,0,53.9
32,80,1,75.6625
32,90,0,60.07
32,90,1,83.07
32,100,0,66.53
32,100,1,92.1425
32,200,0,136.85
32,200,1,186.14
32,300,0,205.94
32,300,1,281.93
32,400,0,276.66
32,400,1,379.38
32,500,0,353.56
32,500,1,478.64
32,600,0,429.06
32,600,1,580.19
32,700,0,511.92
32,700,1,686.803
32,800,0,592.42
32,800,1,794.48
64,10,0,10.92
64,10,1,13.91
64,20,0,18.83
64,20,1,25.22
64,30,0,27.73
64,30,1,37.01
64,40,0,37.82
64,40,1,49.9775
64,50,0,45.925
64,50,1,60.52
64,60,0,55.09
64,60,1,72.91
64,70,0,63.93
64,70,1,85.37
64,80,0,74.78
64,80,1,96.385
64,90,0,82.24
64,90,1,108.75
64,100,0,92.19
64,100,1,119.92
64,200,0,187.04
64,200,1,243.68
64,300,0,286.62
64,300,1,370.5
64,400,0,389.42
64,400,1,500.44
64,500,0,497.49
64,500,1,639.44
64,600,0,607.87
64,600,1,774.53
64,700,0,726.42
64,700,1,917.79
64,800,0,844.755
64,800,1,1065.49
128,10,0,15.69
128,10,1,20.73
128,20,0,29.77
128,20,1,37.74
128,30,0,42.85
128,30,1,54.49
128,40,0,56.95
128,40,1,71.58
128,50,0,70.67
128,50,1,89.11
128,60,0,84.26
128,60,1,106.7
128,70,0,98.58
128,70,1,123.2
128,80,0,113.75
128,80,1,141.74
128,90,0,126.99
128,90,1,158.79
128,100,0,141.81
128,100,1,176.45
128,200,0,289.43
128,200,1,360.04
128,300,0,445.73
128,300,1,550.63
128,400,0,614.36
128,400,1,757.55
128,500,0,788.31
128,500,1,951.243
128,600,0,965.13
128,600,1,1175
128,700,0,1164.51
128,700,1,1402.03
128,800,0,1352.25
128,800,1,1624.19
256,10,0,23.18
256,10,1,31.98
256,20,0,42.59
256,20,1,57.16
256,30,0,61.95
256,30,1,81.64
256,40,0,80.68
256,40,1,106.28
256,50,0,101.09
256,50,1,132.39
256,60,0,123.96
256,60,1,157.19
256,70,0,142.78
256,70,1,182.96
256,80,0,161
256,80,1,211.2
256,90,0,184.08
256,90,1,235.63
256,100,0,206.257
256,100,1,261.03
256,200,0,422.12
256,200,1,537.68
256,300,0,651.733
256,300,1,823.87
256,400,0,914.41
256,400,1,1123.72
256,500,0,1174.21
256,500,1,1459.98
256,600,0,1453.5
256,600,1,1785.33
256,700,0,1766.91
256,700,1,2152.03
256,800,0,2076.7
256,800,1,2508.34
