bs,output_len,use_ffn,avg_duration
8,10,0,3.33
8,10,1,4.31
8,20,0,6.44
8,20,1,8.21
8,30,0,9.01
8,30,1,11.67
8,40,0,11.85
8,40,1,15.91
8,50,0,14.64
8,50,1,20.08
8,60,0,18.33
8,60,1,23.51
8,70,0,21.32
8,70,1,26.42
8,80,0,25.98
8,80,1,30.18
8,90,0,26.65
8,90,1,37.39
8,100,0,29.09
8,100,1,37.695
8,200,0,58.85
8,200,1,75.57
8,300,0,88.08
8,300,1,115.06
8,400,0,120.25
8,400,1,153.67
8,500,0,149.6
8,500,1,193.5
8,600,0,184.04
8,600,1,233.89
8,700,0,210.41
8,700,1,272.58
8,800,0,244.59
8,800,1,313.37
16,10,0,3.74
16,10,1,4.885
16,20,0,7.56
16,20,1,9.2
16,30,0,10.51
16,30,1,13.53
16,40,0,13.85
16,40,1,17.28
16,50,0,18.05
16,50,1,23.9
16,60,0,21.34
16,60,1,26.69
16,70,0,23.85
16,70,1,30.46
16,80,0,27.05
16,80,1,34.79
16,90,0,30.67
16,90,1,40.6
16,100,0,34.59
16,100,1,43.29
16,200,0,68.81
16,200,1,89.54
16,300,0,104.96
16,300,1,130.19
16,400,0,141.18
16,400,1,178.64
16,500,0,180.765
16,500,1,223.9
16,600,0,218.78
16,600,1,273.37
16,700,0,253.43
16,700,1,317.44
16,800,0,291.11
16,800,1,367.45
32,10,0,4.17
32,10,1,5.13
32,20,0,7.89
32,20,1,10.4
32,30,0,12
32,30,1,14.49
32,40,0,15.57
32,40,1,20.54
32,50,0,19.07
32,50,1,23.4
32,60,0,24.36
32,60,1,28.49
32,70,0,26.81
32,70,1,33.02
32,80,0,30.7
32,80,1,37.35
32,90,0,34.63
32,90,1,42.35
32,100,0,39.6
32,100,1,47.33
32,200,0,78.53
32,200,1,94.69
32,300,0,118.76
32,300,1,144
32,400,0,162.975
32,400,1,194.23
32,500,0,206.43
32,500,1,247.33
32,600,0,253.1
32,600,1,301.23
32,700,0,297.9
32,700,1,357.78
32,800,0,343.895
32,800,1,414.07
64,10,0,6.3
64,10,1,7.39
64,20,0,11.8
64,20,1,14.95
64,30,0,17.44
64,30,1,20.72
64,40,0,23.54
64,40,1,27.46
64,50,0,29
64,50,1,36.16
64,60,0,35.04
64,60,1,41.74
64,70,0,43.69
64,70,1,47.89
64,80,0,46.32
64,80,1,55.77
64,90,0,52.26
64,90,1,61.44
64,100,0,59.08
64,100,1,69.66
64,200,0,118.92
64,200,1,137.67
64,300,0,185.61
64,300,1,212.17
64,400,0,248.35
64,400,1,287.43
64,500,0,317.77
64,500,1,367.84
64,600,0,393.45
64,600,1,449.51
64,700,0,467.915
64,700,1,535.27
64,800,0,547.74
64,800,1,622.19
128,10,0,9.49
128,10,1,10.96
128,20,0,16.92
128,20,1,20.4
128,30,0,25.07
128,30,1,30.43
128,40,0,33.48
128,40,1,39.52
128,50,0,43.41
128,50,1,49.42
128,60,0,50.17
128,60,1,59.11
128,70,0,58.41
128,70,1,70.84
128,80,0,66.86
128,80,1,79.54
128,90,0,75.515
128,90,1,88.66
128,100,0,84.1
128,100,1,98.55
128,200,0,173.42
128,200,1,204.54
128,300,0,270.08
128,300,1,312.95
128,400,0,370.94
128,400,1,425.97
128,500,0,473.35
128,500,1,546.09
128,600,0,589.47
128,600,1,675.19
128,700,0,703.75
128,700,1,801.02
128,800,0,828.83
128,800,1,941.08
256,10,0,14.79
256,10,1,17.35
256,20,0,26.34
256,20,1,31.53
256,30,0,38.76
256,30,1,46.78
256,40,0,51.9
256,40,1,61.02
256,50,0,65.4
256,50,1,76.13
256,60,0,77.35
256,60,1,94.02
256,70,0,90.43
256,70,1,106.5
256,80,0,103.57
256,80,1,123.79
256,90,0,117.41
256,90,1,137.7
256,100,0,131.16
256,100,1,152.43
256,200,0,271.38
256,200,1,315.05
256,300,0,422.76
256,300,1,490.16
256,400,0,590.49
256,400,1,675.75
256,500,0,765.07
256,500,1,874.19
256,600,0,952.26
256,600,1,1082.43
256,700,0,1150.84
256,700,1,1300.56
256,800,0,1358.87
256,800,1,1527.68
