bs,output_len,use_ffn,avg_duration
8,10,0,8.85
8,10,1,12.9
8,20,0,17.02
8,20,1,24.41
8,30,0,25.03
8,30,1,36.42
8,40,0,32.72
8,40,1,48.48
8,50,0,40.98
8,50,1,60.18
8,60,0,49.7
8,60,1,72.56
8,70,0,57.68
8,70,1,84.28
8,80,0,66.55
8,80,1,95.7
8,90,0,73.89
8,90,1,108.05
8,100,0,81.98
8,100,1,120.01
8,200,0,164.63
8,200,1,241.01
8,300,0,248.56
8,300,1,362.69
8,400,0,333.24
8,400,1,482.84
8,500,0,421.05
8,500,1,606.77
8,600,0,506.3
8,600,1,729.78
8,700,0,591.51
8,700,1,855.34
8,800,0,685.04
8,800,1,980.96
16,10,0,8.98
16,10,1,13.86
16,20,0,17.58
16,20,1,25.67
16,30,0,25.59
16,30,1,38.13
16,40,0,35.1
16,40,1,50.55
16,50,0,43.09
16,50,1,62.69
16,60,0,51.035
16,60,1,75.73
16,70,0,60.58
16,70,1,87.57
16,80,0,68.03
16,80,1,100
16,90,0,76.88
16,90,1,111.89
16,100,0,86.24
16,100,1,125.67
16,200,0,170.94
16,200,1,250.17
16,300,0,261.04
16,300,1,379.13
16,400,0,352.04
16,400,1,509.79
16,500,0,446.97
16,500,1,641.72
16,600,0,540.59
16,600,1,777.13
16,700,0,638.66
16,700,1,910.76
16,800,0,738.8
16,800,1,1051.04
32,10,0,11.12
32,10,1,16.53
32,20,0,20.93
32,20,1,29.67
32,30,0,30.67
32,30,1,44.14
32,40,0,41.11
32,40,1,58.47
32,50,0,51.54
32,50,1,72.11
32,60,0,61.91
32,60,1,86.7
32,70,0,71.34
32,70,1,100.83
32,80,0,81.8
32,80,1,116.39
32,90,0,92.06
32,90,1,129.74
32,100,0,101.57
32,100,1,144.65
32,200,0,207.53
32,200,1,290.52
32,300,0,316.76
32,300,1,442.58
32,400,0,429.92
32,400,1,596.17
32,500,0,546.15
32,500,1,758.17
32,600,0,664.06
32,600,1,920.94
32,700,0,796.21
32,700,1,1087.67
32,800,0,923.13
32,800,1,1261.11
64,10,0,16.34
64,10,1,21.16
64,20,0,28.26
64,20,1,38.73
64,30,0,41.57
64,30,1,56.87
64,40,0,54.97
64,40,1,75.58
64,50,0,68.76
64,50,1,93.77
64,60,0,82.79
64,60,1,111.79
64,70,0,96.06
64,70,1,129.63
64,80,0,110.47
64,80,1,148.07
64,90,0,123.56
64,90,1,167.44
64,100,0,138.28
64,100,1,185.34
64,200,0,283.25
64,200,1,376.1
64,300,0,436.42
64,300,1,574.99
64,400,0,596.26
64,400,1,783.52
64,500,0,768.05
64,500,1,999.36
64,600,0,943.72
64,600,1,1221.86
64,700,0,1131.46
64,700,1,1454.74
64,800,0,1326.93
64,800,1,1692.11
128,10,0,23.2
128,10,1,31.44
128,20,0,42.27
128,20,1,57.28
128,30,0,62.32
128,30,1,80.84
128,40,0,81.77
128,40,1,106.84
128,50,0,101.69
128,50,1,134.49
128,60,0,118.9
128,60,1,159.73
128,70,0,143.43
128,70,1,185.12
128,80,0,165.82
128,80,1,213.045
128,90,0,184.65
128,90,1,241.24
128,100,0,207.305
128,100,1,267
128,200,0,427.31
128,200,1,542.59
128,300,0,666.51
128,300,1,838.55
128,400,0,897.22
128,400,1,1146.55
128,500,0,1195.07
128,500,1,1474.45
128,600,0,1489.74
128,600,1,1814.96
128,700,0,1790.34
128,700,1,2181.88
128,800,0,2109.08
128,800,1,2562.15
256,10,0,32.38
256,10,1,48.67
256,20,0,57.65
256,20,1,84.85
256,30,0,83.33
256,30,1,119.1
256,40,0,109.46
256,40,1,157.79
256,50,0,139
256,50,1,193.68
256,60,0,164.53
256,60,1,230.01
256,70,0,193.94
256,70,1,268.4
256,80,0,218.04
256,80,1,302.74
256,90,0,251.62
256,90,1,341.24
256,100,0,274.59
256,100,1,372.81
256,200,0,585.56
256,200,1,782.2
256,300,0,934.11
256,300,1,1196.15
256,400,0,1316.95
256,400,1,1664.95
256,500,0,1684.97
256,500,1,2173.81
256,600,0,2176.99
256,600,1,2713.65
256,700,0,2655.38
256,700,1,3297.28
256,800,0,3149.43
256,800,1,3871.47
