bs,output_len,use_ffn,avg_duration
8,10,0,8.35
8,10,1,12.72
8,20,0,15.6
8,20,1,23.85
8,30,0,22.8975
8,30,1,35.915
8,40,0,30.375
8,40,1,46.77
8,50,0,37.73
8,50,1,58.36
8,60,0,46.17
8,60,1,69.95
8,70,0,52.68
8,70,1,82.08
8,80,0,61.75
8,80,1,93.16
8,90,0,67.9688
8,90,1,105.025
8,100,0,75.82
8,100,1,116.88
8,200,0,151.29
8,200,1,234.396
8,300,0,227.59
8,300,1,353.53
8,400,0,310.67
8,400,1,465.736
8,500,0,388.32
8,500,1,586.65
8,600,0,460.73
8,600,1,706.356
8,700,0,544.4
8,700,1,831.84
8,800,0,618.54
8,800,1,949.536
16,10,0,8.37
16,10,1,13.63
16,20,0,16.41
16,20,1,25.17
16,30,0,24.42
16,30,1,37.62
16,40,0,31.37
16,40,1,48.84
16,50,0,39.91
16,50,1,60.8762
16,60,0,47.9387
16,60,1,73.05
16,70,0,54.87
16,70,1,84.85
16,80,0,63.06
16,80,1,97.41
16,90,0,70.36
16,90,1,112.669
16,100,0,80.28
16,100,1,122.41
16,200,0,156.81
16,200,1,243.14
16,300,0,240.43
16,300,1,368.665
16,400,0,323.09
16,400,1,493.85
16,500,0,403.445
16,500,1,612.349
16,600,0,489.76
16,600,1,739.77
16,700,0,575.596
16,700,1,869.33
16,800,0,658.31
16,800,1,996.175
32,10,0,10.42
32,10,1,15.4588
32,20,0,18.7075
32,20,1,28.53
32,30,0,28.06
32,30,1,41.66
32,40,0,36.47
32,40,1,56.5025
32,50,0,45.21
32,50,1,69.22
32,60,0,53.93
32,60,1,82.82
32,70,0,63.18
32,70,1,96.78
32,80,0,71.5762
32,80,1,109.43
32,90,0,80.62
32,90,1,123.07
32,100,0,89.6725
32,100,1,136.61
32,200,0,179.46
32,200,1,272.86
32,300,0,271.56
32,300,1,411.57
32,400,0,367.74
32,400,1,550.19
32,500,0,463.44
32,500,1,690.69
32,600,0,562.52
32,600,1,840.439
32,700,0,665.22
32,700,1,990.751
32,800,0,771.621
32,800,1,1128.74
64,10,0,13.17
64,10,1,19.6962
64,20,0,25.49
64,20,1,36.1
64,30,0,35.97
64,30,1,52.6362
64,40,0,48.0875
64,40,1,68.76
64,50,0,58.72
64,50,1,85.865
64,60,0,71.55
64,60,1,102.66
64,70,0,83.19
64,70,1,119.179
64,80,0,94.18
64,80,1,136.04
64,90,0,106.062
64,90,1,154.1
64,100,0,119
64,100,1,168.26
64,200,0,237.505
64,200,1,339.2
64,300,0,362.82
64,300,1,512.423
64,400,0,489.67
64,400,1,694.02
64,500,0,624.5
64,500,1,873.28
64,600,0,759.53
64,600,1,1056.77
64,700,0,899.551
64,700,1,1250.17
64,800,0,1041.83
64,800,1,1446.39
128,10,0,20.98
128,10,1,30.15
128,20,0,37.9
128,20,1,53.29
128,30,0,55.73
128,30,1,77.26
128,40,0,72.06
128,40,1,100.87
128,50,0,91.29
128,50,1,124.475
128,60,0,107.08
128,60,1,148.32
128,70,0,125.14
128,70,1,171.59
128,80,0,144.5
128,80,1,193.966
128,90,0,161.76
128,90,1,219.68
128,100,0,181.73
128,100,1,243.127
128,200,0,362.63
128,200,1,488.64
128,300,0,548.57
128,300,1,741.54
128,400,0,747.09
128,400,1,1009.32
128,500,0,969.32
128,500,1,1277.04
128,600,0,1172.72
128,600,1,1547.79
128,700,0,1401.39
128,700,1,1847.18
128,800,0,1644.07
128,800,1,2126.82
256,10,0,32.1187
256,10,1,49.8638
256,20,0,55.7
256,20,1,83.4537
256,30,0,80.3
256,30,1,118.005
256,40,0,105.34
256,40,1,152.07
256,50,0,130.31
256,50,1,187.418
256,60,0,154.67
256,60,1,222.095
256,70,0,179.918
256,70,1,259.44
256,80,0,204.72
256,80,1,290.32
256,90,0,230.599
256,90,1,325.304
256,100,0,257.264
256,100,1,363.18
256,200,0,519.74
256,200,1,728.895
256,300,0,807.9
256,300,1,1111.45
256,400,0,1116.2
256,400,1,1518.51
256,500,0,1434.82
256,500,1,1936.65
256,600,0,1760.9
256,600,1,2347.3
256,700,0,2125.24
256,700,1,2819.9
256,800,0,2483.89
256,800,1,3281.18
