bs,output_len,use_ffn,avg_duration
8,10,0,2.47
8,10,1,3.08
8,20,0,4.67
8,20,1,5.84
8,30,0,6.9
8,30,1,8.68
8,40,0,9.04
8,40,1,11.56
8,50,0,14.16
8,50,1,14.3
8,60,0,13.5225
8,60,1,16.93
8,70,0,15.64
8,70,1,22.67
8,80,0,17.82
8,80,1,23.04
8,90,0,22.7675
8,90,1,25.7
8,100,0,22.5
8,100,1,28.55
8,200,0,42.33
8,200,1,53.83
8,300,0,61.44
8,300,1,77.61
8,400,0,79.95
8,400,1,100.002
8,500,0,99.83
8,500,1,127.17
8,600,0,120.55
8,600,1,151.98
8,700,0,142.68
8,700,1,175.96
8,800,0,161.46
8,800,1,201.19
16,10,0,2.77
16,10,1,3.48
16,20,0,5.21
16,20,1,6.45
16,30,0,7.7
16,30,1,9.58
16,40,0,10.18
16,40,1,12.61
16,50,0,12.67
16,50,1,17.65
16,60,0,15.17
16,60,1,17.9
16,70,0,17.3825
16,70,1,21.9
16,80,0,20.07
16,80,1,24.09
16,90,0,22.58
16,90,1,26.315
16,100,0,24.79
16,100,1,29.565
16,200,0,45.73
16,200,1,56.88
16,300,0,67.97
16,300,1,83.7875
16,400,0,90.87
16,400,1,112.47
16,500,0,115.51
16,500,1,139.88
16,600,0,139.15
16,600,1,167.86
16,700,0,160.99
16,700,1,198.23
16,800,0,182.9
16,800,1,222.257
32,10,0,3.18
32,10,1,3.85
32,20,0,5.92
32,20,1,7.28
32,30,0,8.79
32,30,1,10.82
32,40,0,11.63
32,40,1,14.37
32,50,0,16.61
32,50,1,17.45
32,60,0,17.16
32,60,1,20.99
32,70,0,19.49
32,70,1,24.64
32,80,0,22.08
32,80,1,27.88
32,90,0,25.58
32,90,1,29.4
32,100,0,27.94
32,100,1,32.64
32,200,0,50.51
32,200,1,61.48
32,300,0,75.24
32,300,1,90.41
32,400,0,103.52
32,400,1,124.38
32,500,0,129.88
32,500,1,152.77
32,600,0,157.35
32,600,1,186.78
32,700,0,181.24
32,700,1,219.99
32,800,0,211.45
32,800,1,249.85
64,10,0,3.98
64,10,1,4.52
64,20,0,9.61
64,20,1,11.07
64,30,0,10.57
64,30,1,12.39
64,40,0,14.13
64,40,1,16.36
64,50,0,17.47
64,50,1,22.46
64,60,0,20.96
64,60,1,24.22
64,70,0,23.65
64,70,1,27.6
64,80,0,27.35
64,80,1,30.83
64,90,0,29.925
64,90,1,34.79
64,100,0,33.01
64,100,1,38.09
64,200,0,64.36
64,200,1,74.1
64,300,0,93.83
64,300,1,106.94
64,400,0,126.79
64,400,1,146.72
64,500,0,159.72
64,500,1,183.99
64,600,0,194.67
64,600,1,224.05
64,700,0,230.935
64,700,1,264.83
64,800,0,267.28
64,800,1,305.75
128,10,0,5.39
128,10,1,6.24
128,20,0,10.12
128,20,1,11.61
128,30,0,14.84
128,30,1,17
128,40,0,19.79
128,40,1,22.39
128,50,0,24.19
128,50,1,26.77
128,60,0,28.38
128,60,1,31.66
128,70,0,33.66
128,70,1,36.54
128,80,0,36.89
128,80,1,41.75
128,90,0,42.02
128,90,1,46.22
128,100,0,45.08
128,100,1,50.98
128,200,0,89.91
128,200,1,100.55
128,300,0,135.74
128,300,1,152.4
128,400,0,184.16
128,400,1,206.1
128,500,0,235.11
128,500,1,262.82
128,600,0,287.63
128,600,1,321.53
128,700,0,343.5
128,700,1,382.07
128,800,0,400.93
128,800,1,444.15
256,10,0,8.73
256,10,1,10.31
256,20,0,16.4
256,20,1,18.74
256,30,0,24.12
256,30,1,27.56
256,40,0,31.67
256,40,1,35.58
256,50,0,38.27
256,50,1,42.67
256,60,0,45.05
256,60,1,50.08
256,70,0,51.94
256,70,1,58.51
256,80,0,59.06
256,80,1,65.72
256,90,0,67.5
256,90,1,75.87
256,100,0,73.71
256,100,1,82.97
256,200,0,146.23
256,200,1,162.99
256,300,0,222.6
256,300,1,250.32
256,400,0,306.62
256,400,1,338.02
256,500,0,390.28
256,500,1,432.11
256,600,0,480.38
256,600,1,529.08
256,700,0,574.52
256,700,1,631.41
256,800,0,668.25
256,800,1,736.77
