bs,output_len,use_ffn,avg_duration
8,10,0,11.71
8,10,1,20.91
8,20,0,22.87
8,20,1,40.74
8,30,0,36.24
8,30,1,60.46
8,40,0,44.36
8,40,1,80.27
8,50,0,57.42
8,50,1,102.64
8,60,0,66.07
8,60,1,120.11
8,70,0,76.98
8,70,1,142.74
8,80,0,87.53
8,80,1,159.66
8,90,0,98.44
8,90,1,182.22
8,100,0,109.01
8,100,1,201.81
8,200,0,218.78
8,200,1,401.93
8,300,0,330.53
8,300,1,603.94
8,400,0,443.7
8,400,1,807.14
8,500,0,560.39
8,500,1,1010.58
8,600,0,677.22
8,600,1,1216.74
8,700,0,791.07
8,700,1,1424.64
8,800,0,912.92
8,800,1,1633.48
16,10,0,12.66
16,10,1,22.54
16,20,0,24.5
16,20,1,42.99
16,30,0,35.45
16,30,1,63.7
16,40,0,46.89
16,40,1,83.91
16,50,0,58.19
16,50,1,104.74
16,60,0,69.61
16,60,1,125.42
16,70,0,80.89
16,70,1,145.86
16,80,0,92.12
16,80,1,168.43
16,90,0,106.37
16,90,1,189.08
16,100,0,115.35
16,100,1,209.94
16,200,0,231.91
16,200,1,419.83
16,300,0,354.13
16,300,1,632.32
16,400,0,477.16
16,400,1,849.74
16,500,0,602.35
16,500,1,1069.09
16,600,0,728.76
16,600,1,1288.39
16,700,0,859.51
16,700,1,1511.49
16,800,0,994.77
16,800,1,1736.67
32,10,0,13.54
32,10,1,23.95
32,20,0,25.83
32,20,1,44.59
32,30,0,37.79
32,30,1,65.49
32,40,0,49.27
32,40,1,86.02
32,50,0,61.53
32,50,1,107.3
32,60,0,73.22
32,60,1,128.14
32,70,0,85.41
32,70,1,148.81
32,80,0,97.4
32,80,1,170.08
32,90,0,109.75
32,90,1,191.44
32,100,0,121.93
32,100,1,212.33
32,200,0,247.52
32,200,1,428.17
32,300,0,379.22
32,300,1,649.41
32,400,0,515.91
32,400,1,879.58
32,500,0,661.04
32,500,1,1112.18
32,600,0,810.48
32,600,1,1353.74
32,700,0,965.19
32,700,1,1595.15
32,800,0,1119.76
32,800,1,1839.29
64,10,0,16.43
64,10,1,28.55
64,20,0,29.22
64,20,1,50.28
64,30,0,42.64
64,30,1,72.16
64,40,0,55.38
64,40,1,94.91
64,50,0,68.45
64,50,1,117.03
64,60,0,82.43
64,60,1,140.17
64,70,0,95.51
64,70,1,162.9
64,80,0,109.66
64,80,1,187.97
64,90,0,123.21
64,90,1,208.93
64,100,0,136.9
64,100,1,232.05
64,200,0,282.54
64,200,1,471.04
64,300,0,439.74
64,300,1,721.48
64,400,0,607.5
64,400,1,983.87
64,500,0,786.05
64,500,1,1256.28
64,600,0,976.68
64,600,1,1543.73
64,700,0,1181.44
64,700,1,1837.03
64,800,0,1389.72
64,800,1,2136.3
128,10,0,22.56
128,10,1,37.48
128,20,0,38.24
128,20,1,63.41
128,30,0,54.83
128,30,1,89.63
128,40,0,71.27
128,40,1,118.61
128,50,0,88.77
128,50,1,143.68
128,60,0,106.58
128,60,1,170.68
128,70,0,123.58
128,70,1,198.115
128,80,0,141.56
128,80,1,225.48
128,90,0,159.34
128,90,1,254.01
128,100,0,177.99
128,100,1,284.67
128,200,0,373.11
128,200,1,580.3
128,300,0,593.46
128,300,1,896.88
128,400,0,833.6
128,400,1,1238.57
128,500,0,1095.89
128,500,1,1600.8
128,600,0,1386.01
128,600,1,1985.5
128,700,0,1693.98
128,700,1,2399.02
128,800,0,2018.9
128,800,1,2820.63
256,10,0,34.29
256,10,1,59.98
256,20,0,56.87
256,20,1,98.51
256,30,0,79
256,30,1,135.03
256,40,0,103.62
256,40,1,172.87
256,50,0,127.8
256,50,1,211.96
256,60,0,152.91
256,60,1,251.52
256,70,0,177.93
256,70,1,291.46
256,80,0,203.45
256,80,1,332.44
256,90,0,229.44
256,90,1,373.38
256,100,0,256.54
256,100,1,414.63
256,200,0,550.05
256,200,1,857.29
256,300,0,895.63
256,300,1,1340.3
256,400,0,1279.41
256,400,1,1865.44
256,500,0,1707
256,500,1,2445.25
256,600,0,2196.99
256,600,1,3062.28
256,700,0,2699.87
256,700,1,3716.79
256,800,0,3255.13
256,800,1,4399.49
